"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000015363",18.329159468892,-0.229183209940368,0.615669358825441,-0.372250472847305,0.709706369988606,0.999946065340253
"ENSMUSG00000035757",7.60929044196752,0.588486572999551,0.953769423919884,0.617011363795809,0.537227230294409,0.999946065340253
"ENSMUSG00000051786",15.4505432498744,0.540030383118573,0.673606515085231,0.801700059344353,0.422726481488348,0.999946065340253
"ENSMUSG00000062906",13.5470345590495,-0.0116576649737501,0.710832100192626,-0.016400026068872,0.986915258952702,0.999946065340253
"ENSMUSG00000022610",3.6489666475372,2.6324403106998,1.56755236946287,1.67933165231464,0.0930874255083556,NA
"ENSMUSG00000053137",27.5445173207051,0.0880100510525845,0.528148610547363,0.166638800699244,0.867654261985732,0.999946065340253
"ENSMUSG00000036606",49.1061237263512,-0.115054716598846,0.438644701114692,-0.262295922660108,0.793093305262397,0.999946065340253
"ENSMUSG00000015377",54.9155565603169,0.233225297376351,0.400772861095739,0.581938848700229,0.560607871701186,0.999946065340253
"ENSMUSG00000036561",55.0538749627576,-0.058203100636928,0.390297331529603,-0.149125028369592,0.881454976920608,0.999946065340253
"ENSMUSG00000036529",119.483452356418,-0.419994491488304,0.301534211616557,-1.3928585059608,0.163662582215162,0.999946065340253
"ENSMUSG00000022614",16.5071765849402,0.0672206961781254,0.669513196311706,0.100402346881942,0.920024906640949,0.999946065340253
"ENSMUSG00000008690",60.5098416261892,-0.453284222886183,0.374114310319715,-1.21161957824818,0.225658036634464,0.999946065340253
"ENSMUSG00000022615",2.46442357542596,-0.0629080931415108,1.59499060856904,-0.0394410429776444,0.968538757787316,NA
"ENSMUSG00000022617",7.18421597086228,0.220181421011803,0.964612394287099,0.228258959055289,0.819444928293821,0.999946065340253
"ENSMUSG00000022619",171.698417693242,-0.35036690652231,0.267626793959121,-1.30916229028932,0.190479382879502,0.999946065340253
"ENSMUSG00000022620",25.105455608812,0.217564505001984,0.537369877096593,0.404869186522854,0.685573669179247,0.999946065340253
"ENSMUSG00000022623",130.326359613238,-0.389665817368767,0.307480231205246,-1.26728738248106,0.205052550448901,0.999946065340253
"ENSMUSG00000022621",18.3166138435934,0.23343051522183,0.627634150232293,0.371921309787613,0.709951438531506,0.999946065340253
"ENSMUSG00000075470",9.31042092276327,0.710279306739543,0.853457776902021,0.832237195515163,0.405275072693983,0.999946065340253
"ENSMUSG00000052560",6.67485601473713,0.243606592199844,0.992945832591043,0.245337242177819,0.806195317613863,0.999946065340253
"ENSMUSG00000022629",31.213943259741,0.27518576310715,0.492516114856514,0.558734536406634,0.576342905442223,0.999946065340253
"ENSMUSG00000055782",5.60103104064002,0.326752205948818,1.13170366454046,0.288725941416386,0.772791109368004,0.999946065340253
"ENSMUSG00000036298",16.4001128618803,0.873257497911622,0.669651021835476,1.30404863046139,0.192217002009646,0.999946065340253
"ENSMUSG00000036273",5.12235705477094,0.0870175896356763,1.16645760640724,0.074599873289605,0.940533074944259,0.999946065340253
"ENSMUSG00000055022",35.9314167086361,0.528378881025203,0.460552105638912,1.14727275058747,0.25126891234817,0.999946065340253
"ENSMUSG00000036197",3.40908468141372,0.797749317137368,1.4090411799512,0.566164657561673,0.57128185294543,NA
"ENSMUSG00000022634",17.2553285608109,-0.143671259389263,0.649970639963918,-0.221042691093306,0.82505919232105,0.999946065340253
"ENSMUSG00000022635",23.1081209678505,0.549191807413643,0.566559365111142,0.969345564177388,0.332372802671768,0.999946065340253
"ENSMUSG00000036167",7.594694296397,0.99845381223292,0.948222594862187,1.05297407765107,0.292352872874402,0.999946065340253
"ENSMUSG00000036158",22.3145456357014,0.545161209215855,0.570582981686555,0.955445967919413,0.339352217247276,0.999946065340253
"ENSMUSG00000022451",18.2069546270727,0.400998236223622,0.619265846937394,0.647538110178006,0.517283737789867,0.999946065340253
"ENSMUSG00000022454",261.665506942321,0.00469084082301602,0.261687490761497,0.0179253536703872,0.98569840295772,0.999946065340253
"ENSMUSG00000045608",9.79867237261742,-0.923489097985445,0.86225913748475,-1.0710110891713,0.284164443558286,0.999946065340253
"ENSMUSG00000064210",9.28655273834545,0.878704414345727,0.863509559478646,1.01759662611756,0.308869691386304,0.999946065340253
"ENSMUSG00000115049",4.261032727877,-1.34550455115734,1.30065970157114,-1.03447854156781,0.300912503401153,0.999946065340253
"ENSMUSG00000033237",6.3073097936033,0.405350942732963,1.11844492036146,0.362423696825374,0.717035433940569,0.999946065340253
"ENSMUSG00000033228",10.4040189747184,-0.766842829710855,0.811585444958431,-0.94487011130434,0.344725192305511,0.999946065340253
"ENSMUSG00000023169",30.4623394580987,0.586538315755213,0.571716576229441,1.0259249777635,0.304926948042133,0.999946065340253
"ENSMUSG00000022462",34.8998376252991,0.375142630275952,0.531890210237111,0.705300874232518,0.480623016532832,0.999946065340253
"ENSMUSG00000048218",6.94337936482874,-0.28137652022144,0.970787313378988,-0.289843631394462,0.77193586685417,0.999946065340253
"ENSMUSG00000044250",4.64368306890186,-0.200806188140862,1.21386351387596,-0.165427320160298,0.868607651529913,0.999946065340253
"ENSMUSG00000022466",8.33015940651735,0.453207502610883,0.899153593174193,0.504037915269814,0.614234733488445,0.999946065340253
"ENSMUSG00000022469",27.8196070406158,-0.749703150944744,0.525030412259547,-1.42792328489751,0.15331394068063,0.999946065340253
"ENSMUSG00000081534",92.7772008303296,-0.211101314044454,0.364929565687892,-0.578471392545375,0.562945906045516,0.999946065340253
"ENSMUSG00000022475",32.4178556769731,0.197516226386589,0.49752921728862,0.396994225711992,0.691371718694821,0.999946065340253
"ENSMUSG00000052369",17.3149383959387,0.254242965241096,0.642748721406913,0.39555576973313,0.692432771830571,0.999946065340253
"ENSMUSG00000033075",6.15376383277164,0.0494268622808842,1.0274406721479,0.0481067799054088,0.961631142880424,0.999946065340253
"ENSMUSG00000033065",222.098172835186,0.152524385782068,0.254291482504293,0.599801394368344,0.548638603951338,0.999946065340253
"ENSMUSG00000048175",16.2642953926187,-0.58877890591113,0.671402605905948,-0.876938666504979,0.380519952720213,0.999946065340253
"ENSMUSG00000029875",8.35648184394424,0.449511807605683,0.89799857735158,0.500570734679117,0.616673263026275,0.999946065340253
"ENSMUSG00000022987",4.62758731023234,-0.190348987155021,1.25919589343802,-0.151167096515305,0.879843905157785,0.999946065340253
"ENSMUSG00000022992",19.3902665123543,-0.0954573834822302,0.626106110362001,-0.152461989912602,0.878822567574472,0.999946065340253
"ENSMUSG00000011960",9.31233020258339,0.395534696332564,0.855542771519919,0.46232018959131,0.643851723365403,0.999946065340253
"ENSMUSG00000022994",25.2815054474303,0.53228989486333,0.543439423850429,0.979483400545178,0.327341186501413,0.999946065340253
"ENSMUSG00000003352",155.034655175086,-0.191254971980146,0.2860414426328,-0.668626791348083,0.503733577930308,0.999946065340253
"ENSMUSG00000003360",43.7672219713199,0.322033558573536,0.429130421206786,0.750432835006019,0.45299406142548,0.999946065340253
"ENSMUSG00000054855",10.3231364486336,-0.331325211857304,0.824549285310556,-0.40182584323327,0.687812201400618,0.999946065340253
"ENSMUSG00000003354",4.174832029053,0.447937501373088,1.24103129468758,0.360939730763078,0.718144501928344,0.999946065340253
"ENSMUSG00000051853",401.807354696628,0.163744350952944,0.231877937061603,0.706166153744252,0.480084815947966,0.999946065340253
"ENSMUSG00000059213",742.133198735178,-0.430148704377723,0.455550124896658,-0.944240119515505,0.34504695787916,0.999946065340253
"ENSMUSG00000097414",4.16951385631375,1.18533379221153,1.27921272028663,0.926611949219784,0.354128048552704,0.999946065340253
"ENSMUSG00000067713",23.3162210833561,0.515922672546423,0.560937580027099,0.919750594213172,0.357703106812264,0.999946065340253
"ENSMUSG00000048154",46.5575869712416,0.069302606392362,0.415544172835563,0.166775546193945,0.867546660495109,0.999946065340253
"ENSMUSG00000023755",5.43043468122877,0.192493012276698,1.09299703080738,0.176114853792884,0.860203711677451,0.999946065340253
"ENSMUSG00000022999",8.40708213251007,-0.40525440151602,0.89348151585147,-0.453567750788689,0.650139969304225,0.999946065340253
"ENSMUSG00000023004",126.437433254523,-0.155053324252435,0.297157200177133,-0.521788885344218,0.601817329193019,0.999946065340253
"ENSMUSG00000072235",237.354775734101,-0.0463735000818722,0.254970581377951,-0.181877845794026,0.855678591000556,0.999946065340253
"ENSMUSG00000043091",16.7991643867125,0.0152883373438939,0.643750625941586,0.02374885045204,0.981052939952825,0.999946065340253
"ENSMUSG00000023484",2.52634642311102,-0.107741669875309,1.75540466990807,-0.0613771124813923,0.951058879581601,NA
"ENSMUSG00000051934",11.8644540899324,-0.0723918602639094,0.752283556981151,-0.0962294863314729,0.923338312772543,0.999946065340253
"ENSMUSG00000037579",90.5633576669383,0.296412331937952,0.325318095254558,0.911146155906307,0.362218369816448,0.999946065340253
"ENSMUSG00000037570",39.8204295069827,0.122532606327784,0.445740399196826,0.274896793175072,0.783395530947861,0.999946065340253
"ENSMUSG00000023007",50.748105092243,0.210838610624026,0.397688261648205,0.530160507504578,0.596000649981831,0.999946065340253
"ENSMUSG00000023008",13.9504496167109,-1.14773412715607,0.714067380179071,-1.60731908362519,0.107984390103064,0.999946065340253
"ENSMUSG00000023010",178.575810168711,-0.433656479248785,0.26706845816013,-1.62376524070384,0.104425921125233,0.999946065340253
"ENSMUSG00000023009",17.6677590990182,-0.288254431470758,0.657920485880486,-0.438129588083871,0.661292346921662,0.999946065340253
"ENSMUSG00000037525",2.71985632703003,0.181664449171276,1.53248382996252,0.118542490054018,0.905637830220929,NA
