"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000098104",3.45275554515497,-0.0520500808419027,1.37777860869244,-0.0377782616985902,0.969864476648875,0.997518941209251
"ENSMUSG00000103922",12.2688843948681,0.0709298267187897,0.760046413662259,0.0933230200732303,0.925646944512029,0.997518941209251
"ENSMUSG00000033845",7.1124346379632,0.663573990002808,0.97012871745401,0.684006130386781,0.493971294704513,0.997518941209251
"ENSMUSG00000033813",9.04139181223248,0.844605342705147,0.904258425672143,0.934030934881635,0.350287935946516,0.997518941209251
"ENSMUSG00000062588",4.18098668109808,-0.562729716458964,1.30364660273999,-0.431658177358974,0.665989868347896,0.997518941209251
"ENSMUSG00000002459",4.40240583783051,1.32488668453296,1.28993891973765,1.02709257334635,0.304376875385136,0.997518941209251
"ENSMUSG00000033793",7.36931770077003,0.343245084586604,0.951455281676957,0.360757979063007,0.718280378127165,0.997518941209251
"ENSMUSG00000025907",9.30941565511211,0.415056642398555,0.86033511128509,0.482436014704295,0.629496242113933,0.997518941209251
"ENSMUSG00000051285",20.1158162176294,0.2376090975836,0.60307910138496,0.393993254015824,0.693586019780171,0.997518941209251
"ENSMUSG00000061024",5.42562042903133,-0.0438641241837195,1.11943099960797,-0.0391843036320066,0.968743447912769,0.997518941209251
"ENSMUSG00000025911",2.95004698266231,0.438296013491647,1.47523494314646,0.297102516129956,0.766388243465472,0.997518941209251
"ENSMUSG00000067879",59.2477355022458,-0.12691744779216,0.39169558017778,-0.324020627790989,0.745922417285796,0.997518941209251
"ENSMUSG00000045210",7.33285311434642,0.754395877013498,1.05689389885582,0.713785818832141,0.475359630000741,0.997518941209251
"ENSMUSG00000025915",2.70688821443478,0.224220147444501,1.57820605373105,0.142072796460526,0.887022505464188,0.997518941209251
"ENSMUSG00000025917",11.0934670403519,-0.112745640324388,0.786398699553619,-0.143369566084463,0.885998317387671,0.997518941209251
"ENSMUSG00000056763",3.18450233642598,0.634304004455979,1.42549257724206,0.444971804541545,0.656340130239282,0.997518941209251
"ENSMUSG00000067851",11.0959044059608,-0.243398431732241,0.798134854916286,-0.304959030711383,0.760397355659122,0.997518941209251
"ENSMUSG00000048960",4.90825498602107,0.529471540962664,1.21230213665433,0.436748830967073,0.662293511635603,0.997518941209251
"ENSMUSG00000057715",6.6374872474303,0.492470418245532,1.00885390928388,0.488148396624744,0.625444733005374,0.997518941209251
"ENSMUSG00000016918",3.92552518101007,-1.17881350421289,2.43643542871697,-0.483827106730939,0.628508575820095,0.997518941209251
"ENSMUSG00000005886",9.31615555820663,0.416375581499175,0.855184172783419,0.486884106079714,0.626340462943126,0.997518941209251
"ENSMUSG00000025935",4.68345075520048,-0.206851554846102,1.22750189994836,-0.168514244136653,0.866178738708805,0.997518941209251
"ENSMUSG00000025932",2.93727039656223,0.438653244133909,1.493584813881,0.293691553407062,0.768993609234393,0.997518941209251
"ENSMUSG00000082193",4.93163040354344,-0.628818225926233,1.15476508304287,-0.544542119570554,0.586068472358039,0.997518941209251
"ENSMUSG00000092083",4.15949155799324,0.472033320117691,1.26776038805455,0.372336385144555,0.709642411489283,0.997518941209251
"ENSMUSG00000043716",4.41997393819667,0.286454310688639,1.27911742557701,0.223946844097929,0.822798664950995,0.997518941209251
"ENSMUSG00000025921",3.89923854363915,1.08876304511951,1.36837352410255,0.795662168217977,0.426228421613093,0.997518941209251
"ENSMUSG00000025920",23.3464040183402,0.411237474504815,0.564316132071123,0.728735988807395,0.466163173904752,0.997518941209251
"ENSMUSG00000025939",5.88803572185441,-0.282025016218943,1.09773826195229,-0.256914627096419,0.797244678702787,0.997518941209251
"ENSMUSG00000079658",19.9015805731493,0.206680529766177,0.60206272478989,0.343287370661097,0.731382280946356,0.997518941209251
"ENSMUSG00000025940",11.0811491859505,0.144450394386747,0.789585472076033,0.182944594974561,0.854841491594001,0.997518941209251
"ENSMUSG00000042686",3.19682019082736,-0.268823496143222,1.42041068199411,-0.18925758553563,0.849890936350865,0.997518941209251
"ENSMUSG00000025777",15.7001296943774,0.595354179222077,0.667299400227368,0.892184496223469,0.37229405077735,0.997518941209251
"ENSMUSG00000101589",3.92096303259335,0.309123369154445,1.36128022089905,0.227082833063045,0.820359332610486,0.997518941209251
"ENSMUSG00000025931",38.5880529609268,-0.173788707608663,0.469155801481505,-0.370428559254454,0.711063197664007,0.997518941209251
"ENSMUSG00000025933",6.65898237053514,-0.156876133027447,1.00293480667752,-0.156417079139112,0.875704275663095,0.997518941209251
"ENSMUSG00000028033",11.0253974761817,0.541281293390405,0.791313472779849,0.684028911436207,0.493956909536342,0.997518941209251
"ENSMUSG00000082935",16.2310581605285,0.48159058400353,0.679519707500506,0.708722026289682,0.478496993399061,0.997518941209251
"ENSMUSG00000041670",22.6022859556809,0.203835926179009,0.567668381910405,0.359075708062213,0.719538453591887,0.997518941209251
"ENSMUSG00000026158",27.1460811678167,-0.206812569113027,0.539292250091123,-0.383488857995053,0.701357330021802,0.997518941209251
"ENSMUSG00000026156",5.69945158906717,-0.958737625060353,1.10812410833749,-0.865189754330622,0.386934647936677,0.997518941209251
"ENSMUSG00000100131",173.623951163446,0.460469463504636,0.320018357465498,1.43888452884857,0.150183241621397,0.997518941209251
"ENSMUSG00000067736",128.361411624029,0.245292730515824,0.323874083549336,0.757370666487608,0.448827824902355,0.997518941209251
"ENSMUSG00000101939",52.2499376655041,0.541790762744714,0.409710752255676,1.32237379605457,0.186043710142295,0.997518941209251
